buyer_id,first_name,last_name,email,phone,buyer_type,pre_approval_amount,registration_date
BYR-1123,Matthew,Jones,tstanley@example.org,4932178527,Corporation,,2022-07-05
BYR-1124,Joseph,Smith,rtorres@example.com,788-380-9802x9320,Individual,1979872.49,2022-06-09
BYR-1125,Tracy,Jackson,jessicacrawford@example.org,6447880365,Investor,,2022-06-23
BYR-1126,Kristen,Hardy,brockjohn@example.com,+1-905-525-7887x67602,Individual,2477528.28,2021-09-18
BYR-1127,Clarence,Mendez,raguirre@example.net,547-324-4203x5021,Investor,2714261.44,2020-12-31
BYR-1128,David,Green,shanegraves@example.net,9092302648,Individual,,2022-01-04
BYR-1129,Cynthia,Lewis,billy21@example.com,429-211-4192,Investor,2569693.24,2019-01-13
BYR-1130,Amanda,Sullivan,icontreras@example.net,+1-723-348-9071x81916,Individual,,2021-10-28
BYR-1131,Monica,Robinson,erikamahoney@example.net,547.524.7838x8687,Individual,1210339.02,2023-06-24
BYR-1132,Edgar,Baker,,677.476.8439x802,Individual,1397760.69,2021-05-23
BYR-1133,William,Brown,timothysoto@example.com,(260)585-6067x0091,Corporation,841010.08,2024-05-02
BYR-1134,Andrew,White,jimenezmanuel@example.net,207-486-3296x46382,Individual,1277192.67,2022-04-30
BYR-1135,Thomas,Myers,levinekayla@example.net,365.503.5301,Trust,349994.82,2021-05-27
BYR-1136,Vanessa,Miller,johngreene@example.net,532.740.5077,Individual,1340134.82,2023-08-05
BYR-1137,Rebekah,Rivera,christinewilliams@example.net,(571)620-3700,Individual,1871460.89,2020-03-22
BYR-1138,Dennis,Spence,jamiebradshaw@example.com,975.948.3641,Individual,2065580.13,2023-05-20
BYR-1139,Heather,Allen,evan10@example.org,+1-236-589-0471x44727,Investor,1602607.03,2020-02-27
BYR-1140,Ian,Palmer,lisasmith@example.org,(811)227-2589,Investor,1791121.99,2019-05-31
BYR-1141,Sarah,Ball,,+1-377-735-7453,Investor,2475729.1,2023-06-22
BYR-1142,Larry,Diaz,strongrachel@example.com,+1-236-610-7633x73140,Individual,1478768.61,2020-02-18
BYR-1143,Adrian,Romero,miguel20@example.org,001-991-590-8976x8242,Investor,185526.13,2019-12-22
BYR-1144,Oscar,Sexton,sherryharmon@example.org,(349)333-1886,Individual,2521195.45,2019-11-30
BYR-1145,Elizabeth,Ray,chelseamartinez@example.net,+1-648-255-9444x02715,Individual,,2023-10-12
BYR-1146,Cathy,Mcknight,lovedenise@example.com,551-892-3144,Individual,2967115.37,2021-07-24
BYR-1147,Melanie,Hobbs,erobinson@example.com,627.744.9719,Individual,1122734.56,2021-10-06
BYR-1148,Robert,Harmon,,001-587-363-6266,Individual,986809.37,2022-11-18
BYR-1149,Michael,Powell,luke95@example.org,351.651.5360x104,Investor,1525149.72,2022-04-04
BYR-1150,Alex,Morales,joshua50@example.com,989-665-9132,Investor,175775.38,2020-10-13
BYR-1151,Lindsey,Knox,margaretgonzalez@example.net,290.868.0264,Individual,1617737.56,2021-09-02
BYR-1152,Bradley,Winters,upeterson@example.org,(569)561-9810x1682,Individual,1922242.5,2023-05-11
BYR-1153,Jonathan,Tucker,greengabriel@example.net,(331)765-8153x222,Individual,1972465.26,2023-03-28
BYR-1154,Jesse,Reed,jesse95@example.net,001-419-545-2932x614,Individual,2527292.95,2020-01-13
BYR-1155,Rick,Brewer,greerallen@example.net,2896097116,Individual,2160169.83,2020-08-02
BYR-1156,Charles,Adams,christopher01@example.net,001-220-911-8316x6169,Individual,,2022-04-07
BYR-1157,Tina,Johnson,ashleywebster@example.net,351-416-9512x28611,Investor,,2024-06-09
BYR-1158,Melissa,Morgan,amber88@example.org,+1-302-422-0068x87495,Individual,443699.75,2024-06-29
BYR-1159,Sheryl,Hernandez,donna77@example.com,001-630-947-8559x4047,Individual,2380861.16,2021-09-01
BYR-1160,Karla,Mitchell,hwilson@example.net,834-747-1184,Individual,1235588.36,2024-06-04
BYR-1161,Aaron,Aguirre,mannvictoria@example.net,(818)723-6664x62286,Individual,2037826.41,2022-03-15
BYR-1162,Micheal,Walsh,theodore27@example.net,790-929-9040,Individual,2560004.39,2021-05-24
BYR-1163,Samantha,Clark,nathanielsmall@example.net,+1-242-959-9081x3040,Investor,2414805.55,2019-08-20
BYR-1164,Stephen,Morales,nicholashayes@example.net,368-639-6315,Individual,167584.54,2019-03-24
BYR-1165,Anthony,Richardson,janicefernandez@example.com,001-593-237-2005x3963,Individual,1950510.31,2022-12-28
BYR-1166,Richard,Young,elizabethmejia@example.com,472.850.0662x99453,Investor,1451330.45,2024-04-22
BYR-1167,Jacqueline,Carter,leefaulkner@example.org,373.327.8451,Individual,1921570.55,2019-02-25
BYR-1168,Jesus,Campbell,wigginstodd@example.net,001-940-597-7270,Corporation,510492.73,2019-08-19
BYR-1169,Scott,Wang,xyates@example.net,6138252997,Trust,1620584.96,2022-12-27
BYR-1170,Andrea,Reyes,colinwinters@example.org,(811)747-4826x847,Individual,2410206.48,2019-06-06
BYR-1171,Matthew,Rivera,karensmith@example.net,+1-868-513-0389x314,Individual,575524.48,2020-05-24
BYR-1172,Craig,Deleon,briangamble@example.com,6917751124,Investor,2708819.17,2024-01-12
BYR-1173,Tiffany,Fuller,isparks@example.com,+1-404-453-3612,Individual,,2022-01-15
BYR-1174,Christopher,Anderson,kathryn41@example.com,001-731-221-3629x79157,Individual,2979213.81,2020-08-22
BYR-1175,David,Palmer,johnmatthews@example.org,001-279-678-1427x7663,Corporation,388920.45,2020-09-03
BYR-1176,Lucas,Horton,baileymary@example.net,(306)479-9006x732,Individual,411563.64,2022-06-07
BYR-1177,Donna,Yang,wolfjeffrey@example.org,463.659.5971,Corporation,1489930.01,2019-06-27
BYR-1178,Shannon,Mason,stephanie63@example.com,296-420-8639,Investor,2420968.24,2024-04-25
BYR-1179,Ruth,Nguyen,jamesamber@example.org,001-969-974-7279x520,Individual,1710178.15,2020-09-01
BYR-1180,James,Snyder,chelsea45@example.org,001-741-933-0944x26879,Individual,1434945.3,2022-01-25
BYR-1181,David,Simmons,jordanjoseph@example.com,+1-414-285-4137x458,Investor,991055.02,2020-06-14
BYR-1182,Kimberly,Goodman,christopher22@example.com,+1-548-501-8226x2433,Individual,2893861.62,2022-10-29
BYR-1183,Heidi,Edwards,loridavenport@example.com,(648)417-3243x6871,Investor,777856.94,2023-11-10
BYR-1184,Jay,Richards,rodneymacdonald@example.net,001-691-342-5645,Investor,1989785.04,2024-04-05
BYR-1185,Trevor,Melton,andrew22@example.com,730.802.6387,Corporation,2525725.46,2021-10-26
BYR-1186,Michael,Aguilar,wdaniels@example.com,8514101945,Individual,306870.51,2020-05-09
BYR-1187,Christopher,Clarke,james77@example.com,4947294294,Individual,2873295.52,2020-07-29
BYR-1188,Erik,Lynch,edwardsheather@example.org,490-715-3594x472,Individual,2073182.66,2020-03-01
BYR-1189,Chad,Quinn,xgarcia@example.net,(457)727-4857x67548,Individual,558036.68,2022-08-28
BYR-1190,Regina,Simmons,andersonsarah@example.net,(886)876-0140,Corporation,2427007.9,2019-10-14
BYR-1191,Amanda,Taylor,,350.362.1502x055,Investor,620945.31,2021-09-09
BYR-1192,Jody,Gonzalez,jacobskrystal@example.net,282-442-5449x745,Individual,2174930.73,2022-07-04
BYR-1193,Jordan,Ballard,theresa60@example.com,(531)824-7879,Individual,962957.32,2019-03-27
BYR-1194,Laura,Soto,vsmith@example.org,(302)594-8250x1478,Corporation,2433112.86,2022-12-31
BYR-1195,Paula,Martin,harrywhitehead@example.org,+1-837-805-7163x569,Individual,204363.39,2023-09-11
BYR-1196,Randy,Greene,donald04@example.org,723-793-2653x65474,Investor,2403785.56,2023-01-28
BYR-1197,Samuel,Allen,,001-216-264-2203x1280,Individual,1524664.72,2019-11-03
BYR-1198,Alexandra,Allen,ramirezheather@example.net,(977)662-9179,Individual,592081.34,2020-11-05
BYR-1199,James,Perry,sochoa@example.org,382-220-1759x8475,Individual,1551811.83,2019-06-18
BYR-1200,Connie,Blanchard,ronald58@example.org,601-570-1423,Corporation,141390.25,2022-11-18
BYR-1201,Charles,Rose,wbrown@example.org,347-836-7762x528,Corporation,109239.98,2019-05-18
BYR-1202,Dustin,Johnson,tdixon@example.org,283-899-7043x8594,Investor,384356.69,2022-04-06
BYR-1203,Kristina,Young,zacharyhill@example.net,9628519584,Investor,2896437.58,2024-01-24
BYR-1204,Patricia,Ortiz,smorris@example.com,001-613-900-8560x454,Investor,2930017.44,2023-02-02
BYR-1205,Stephanie,Mclean,virginiaperez@example.net,911-535-7967x363,Individual,1137355.22,2019-02-01
BYR-1206,Candace,Austin,markcooper@example.net,+1-254-646-0320x443,Individual,839320.06,2021-06-11
BYR-1207,Jeremy,Brown,jessicaclarke@example.net,(992)220-0258x22152,Corporation,1658610.2,2023-12-26
BYR-1208,Charles,Mills,kathleen86@example.com,440-814-7404,Individual,840363.12,2021-05-17
BYR-1209,David,Lewis,stantonfernando@example.com,8517038133,Individual,336132.65,2021-08-24
BYR-1210,Daniel,Davis,gerald56@example.net,(889)291-1642,Investor,2081430.71,2019-01-05
BYR-1211,Kristen,Taylor,mercadodawn@example.com,(499)889-7083x69604,Individual,671772.92,2019-11-26
BYR-1212,Maria,Fuentes,omay@example.net,+1-798-687-4762x7742,Individual,1270864.34,2021-10-07
BYR-1213,Tonya,Sullivan,andreaharris@example.net,2272311787,Trust,,2019-07-11
BYR-1214,Barbara,Martinez,dvillanueva@example.org,725.714.0364x89178,Individual,,2024-01-23
BYR-1215,Sarah,Jensen,jeremy77@example.org,331-552-1001x2907,Investor,379616.72,2021-05-13
BYR-1216,Ashley,Jacobson,mckinneytodd@example.com,318.982.8246,Investor,1217150.99,2024-05-28
BYR-1217,Jimmy,Guzman,destiny09@example.com,917-602-9973x6926,Investor,889423.24,2019-02-13
BYR-1218,Amy,Larson,hwagner@example.org,+1-721-585-0350x4528,Trust,1510314.32,2024-05-09
BYR-1219,Michael,Arnold,munozscott@example.org,664.819.0210x32536,Individual,1875342.18,2019-11-26
BYR-1220,Lisa,Santiago,jacksonerik@example.com,387.765.7417x815,Individual,718120.29,2024-01-27
BYR-1221,Stephen,Zamora,wbutler@example.net,9898759864,Trust,1177310.83,2019-11-23
BYR-1222,Charles,Rhodes,burchtravis@example.com,832.309.6360x74387,Individual,,2024-03-13
BYR-1223,Alexis,Ryan,william17@example.com,(781)890-3297x408,Corporation,,2020-01-19
BYR-1224,Stephen,York,christopherboyd@example.org,(798)881-1965x894,Investor,1108189.58,2022-07-01
BYR-1225,Elizabeth,Dawson,sheilathomas@example.org,+1-691-445-8868,Corporation,2520266.19,2019-12-02
BYR-1226,Pamela,Richards,georgekaufman@example.com,313-606-7013x215,Investor,1203645.0,2021-04-04
BYR-1227,Lisa,Clark,,(839)830-2532x16718,Investor,1718914.06,2023-06-12
BYR-1228,John,Knight,emily46@example.org,+1-678-313-2709,Corporation,107861.07,2024-05-05
BYR-1229,Holly,Parsons,bonnie19@example.net,491-851-6888x7821,Individual,2879957.65,2021-07-17
BYR-1230,Christine,Holden,nelsonjerry@example.net,+1-453-388-2096x402,Individual,164575.29,2019-09-17
BYR-1231,Noah,Hines,pfrank@example.org,001-607-907-8067x6701,Individual,441755.09,2020-10-07
BYR-1232,Dana,Madden,ujohnson@example.com,+1-930-351-3430x782,Individual,2764734.65,2024-06-01
BYR-1233,Julie,Young,rachelsanders@example.org,406.913.8334,Individual,2648445.32,2022-09-24
BYR-1234,Brian,Romero,doyletyler@example.com,254.519.2328x18151,Corporation,821265.01,2022-05-07
BYR-1235,Amy,Beard,vtran@example.net,814.810.1506x31942,Corporation,2871532.58,2020-09-20
BYR-1236,Lisa,Weiss,michael86@example.com,+1-945-301-9799x725,Individual,276875.37,2022-10-08
BYR-1237,Adam,Howell,qrandolph@example.com,895.857.1637x03927,Investor,,2023-08-03
BYR-1238,Heather,Jenkins,nancyquinn@example.net,676.444.8522x46107,Investor,2456074.14,2022-05-30
BYR-1239,Lance,May,georgeford@example.net,697.507.8254x958,Individual,232855.72,2021-01-19
BYR-1240,Michele,Reed,michaelcobb@example.org,838.558.6014,Individual,622535.71,2023-05-26
BYR-1241,Steven,Edwards,hawkinstimothy@example.net,313.764.3194x2909,Investor,2755545.57,2021-03-15
BYR-1242,David,Brown,justinwade@example.net,337-216-5524x4250,Individual,,2022-09-05
BYR-1243,Andrew,Cooper,mporter@example.org,001-613-464-9536x6001,Individual,1757878.92,2022-05-23
BYR-1244,Kayla,Harrington,ustanton@example.com,8609736095,Investor,764671.58,2023-08-18
BYR-1245,William,Wright,barbararodriguez@example.com,389.338.0155x4422,Individual,2577261.56,2023-05-19
BYR-1246,Amanda,Lawrence,lejason@example.net,001-599-318-0201x62291,Investor,,2022-04-12
BYR-1247,Glenn,Brown,aaronpineda@example.net,+1-465-632-8653x931,Individual,2481522.17,2023-01-29
BYR-1248,Christopher,Sims,angela89@example.net,+1-889-693-3138,Corporation,215327.33,2023-07-31
BYR-1249,Jason,Green,stonedeborah@example.org,+1-949-285-5715x18713,Trust,677032.31,2021-09-19
BYR-1250,Lisa,Browning,mtanner@example.org,2279505336,Individual,2266382.51,2024-02-26
BYR-1251,Jason,Terry,mli@example.net,(869)896-5980x85472,Investor,2058761.61,2021-03-01
BYR-1252,Shelia,Ramsey,lauren67@example.net,8226116916,Investor,2921544.66,2021-01-17
BYR-1253,Christopher,Porter,adriana84@example.org,001-537-938-3220x200,Corporation,2787609.14,2023-12-03
BYR-1254,William,Castillo,fulleramanda@example.net,582-880-7364x5114,Investor,969014.58,2021-11-25
BYR-1255,Shannon,Bennett,craig44@example.net,352-920-6204x77266,Trust,1388050.83,2022-06-30
BYR-1256,Zachary,Mitchell,amy57@example.com,357-357-8954,Individual,2585132.89,2020-09-26
BYR-1257,Crystal,Murray,lisa60@example.org,+1-393-563-5223x5255,Trust,2225946.82,2023-02-04
BYR-1258,Stephanie,Stevens,,(366)545-7358x45301,Investor,2109584.05,2019-09-13
BYR-1259,Robert,Hall,ortizbonnie@example.com,307.468.3666x8465,Individual,2178474.89,2022-11-06
BYR-1260,Lindsey,White,roysteven@example.net,(486)328-9935,Investor,965017.58,2021-10-03
BYR-1261,David,Hunt,annagonzalez@example.net,001-251-871-1874x36442,Individual,1421708.23,2022-06-05
BYR-1262,Holly,Galloway,bestrachel@example.net,(479)757-0801x0596,Investor,1294765.74,2022-12-15
BYR-1263,Melissa,Johnson,scarney@example.com,250-554-4107,Individual,1741318.83,2023-10-08
BYR-1264,Michael,Carter,chrisvasquez@example.com,(458)376-0486x264,Investor,1138616.29,2019-12-15
BYR-1265,Daniel,Thomas,jennifer41@example.net,(530)847-3460,Investor,1696523.95,2022-03-05
BYR-1266,Scott,Morris,debra53@example.com,(880)702-7146,Individual,792840.36,2023-04-23
BYR-1267,Teresa,Cantrell,dennisanthony@example.org,219.824.4263x8017,Individual,2172163.14,2024-06-03
BYR-1268,Diane,Castaneda,ggibson@example.org,(887)903-6062x1917,Individual,2889464.5,2020-05-18
BYR-1269,Martha,Mason,smithmeredith@example.org,+1-313-844-9441x62288,Investor,635194.11,2019-06-27
BYR-1270,Michael,Jordan,kenneth37@example.com,5454509642,Individual,,2021-07-24
BYR-1271,Nicholas,Lucas,kevinvalentine@example.net,258.653.4152x4816,Investor,262740.81,2024-04-19
BYR-1272,David,Fox,walteranderson@example.net,(317)460-5335x0822,Individual,278700.04,2024-06-18
BYR-1273,Justin,Macias,wendysanders@example.com,742-305-6706x246,Individual,841863.3,2024-04-28
BYR-1274,Joseph,Tucker,nicoleroth@example.net,568-267-9148x63562,Investor,955935.54,2024-03-09
BYR-1275,Laura,Green,paularivera@example.net,(406)227-4957,Individual,1379690.13,2024-02-17
BYR-1276,Gary,Ayala,davisjose@example.com,813.262.0828,Individual,919848.29,2020-12-04
BYR-1277,Matthew,Weber,kmoss@example.org,677.226.3482x776,Individual,,2020-08-20
BYR-1278,Joseph,Howell,jane57@example.org,263-884-8309x7578,Individual,2321622.18,2020-06-15
BYR-1279,Jamie,Miller,srose@example.com,(839)724-2913x87411,Investor,2291209.8,2020-08-08
BYR-1280,Phillip,Dixon,buchananmatthew@example.net,904-891-3126,Investor,2826715.6,2021-09-13
BYR-1281,Kimberly,Walton,brandybell@example.com,762.603.6356,Investor,117552.22,2020-03-09
BYR-1282,Jennifer,Hernandez,susan05@example.org,001-360-402-6512,Individual,2312773.1,2023-10-09
BYR-1283,Tiffany,Small,paynebobby@example.net,+1-519-969-8813x66522,Investor,,2021-09-14
BYR-1284,Kendra,Duncan,dominiquewelch@example.com,4298711687,Investor,1471164.59,2022-05-25
BYR-1285,Linda,Hurst,michellethomas@example.com,262-317-2714x0168,Individual,872126.26,2022-03-25
BYR-1286,Donna,Gonzalez,aguirrejudy@example.com,(670)516-7100x7095,Individual,1274843.37,2024-02-27
BYR-1287,Zachary,Mckinney,brenda41@example.org,001-727-709-5787x346,Individual,1104640.27,2019-06-15
BYR-1288,Larry,Parsons,lisa51@example.com,001-479-643-8938x6465,Individual,2931689.66,2023-07-10
BYR-1289,Amanda,Brown,kimberly23@example.net,(821)272-1839,Corporation,2022284.14,2024-06-22
BYR-1290,Caroline,Mcdonald,richardgonzalez@example.com,850.600.4835x05593,Individual,899289.1,2021-12-19
BYR-1291,Jennifer,Farmer,droach@example.org,+1-210-295-8203x062,Investor,1303091.37,2023-06-23
BYR-1292,Dawn,Peterson,kperez@example.org,(856)229-8605,Investor,2406389.89,2023-01-03
BYR-1293,John,Pierce,colecatherine@example.com,(799)316-9449,Corporation,2486734.24,2019-11-22
BYR-1294,Robert,Silva,huffmannathan@example.net,(388)944-0619,Investor,2044832.35,2019-05-22
BYR-1295,Maria,Hunter,paularamirez@example.net,555.606.4648x6578,Individual,2876857.57,2021-06-07
BYR-1296,Ralph,Bailey,david71@example.org,734-350-0204x5961,Trust,523282.59,2024-01-30
BYR-1297,Melissa,Owens,jwilliams@example.net,(324)735-1729x46722,Trust,1933388.37,2021-10-02
BYR-1298,Patricia,Gaines,colliersarah@example.com,755-639-0648x15966,Individual,578153.0,2021-06-04
BYR-1299,Robert,Shaw,qkim@example.org,(838)540-9353,Investor,2266763.82,2022-11-20
BYR-1300,Sherri,Walter,dcole@example.net,(758)395-4658x7308,Investor,2037290.75,2022-12-02
BYR-1301,Jeremy,Washington,scottdurham@example.com,+1-286-871-5623x3474,Individual,652332.76,2020-08-31
BYR-1302,Christian,Lopez,josephbennett@example.com,(667)212-0615,Individual,1348759.51,2020-03-12
BYR-1303,Brian,Morgan,kpope@example.net,419.587.8438,Investor,645233.01,2020-01-25
BYR-1304,Laura,Franco,wrightdeanna@example.com,001-374-949-3713,Individual,1405501.6,2023-04-08
BYR-1305,Rhonda,Webster,kstevenson@example.com,584-852-3102,Individual,2230622.69,2020-06-16
BYR-1306,Steven,Estes,mezajason@example.org,(480)894-0572x188,Individual,1856294.74,2021-12-08
BYR-1307,Alejandro,Thomas,qtaylor@example.net,001-775-553-4959x13669,Investor,2777808.53,2019-10-31
BYR-1308,Daniel,Hanson,flemingmarcus@example.net,001-578-827-3112x01505,Corporation,317833.91,2022-11-09
BYR-1309,Thomas,Browning,xjohnson@example.org,698-801-6507,Investor,2220369.76,2023-11-24
BYR-1310,Denise,House,bensonshelly@example.net,588-429-6782x009,Individual,2095022.29,2021-08-14
BYR-1311,Marc,Foley,xmorrison@example.net,+1-480-258-5465x649,Individual,1438318.7,2023-08-05
BYR-1312,Elizabeth,Tate,pamela75@example.org,+1-724-923-7778x554,Trust,465218.94,2022-08-31
BYR-1313,Ricky,Wright,vnelson@example.org,588-810-2428,Corporation,2201619.39,2020-12-14
BYR-1314,Nancy,Gonzalez,john46@example.org,636.237.7397x570,Individual,,2021-08-15
BYR-1315,Jamie,Morris,eblankenship@example.net,(460)601-7889x76651,Investor,1247045.7,2019-03-31
BYR-1316,Erica,Grimes,katieodom@example.net,001-922-413-7148x5281,Individual,2653587.25,2021-07-26
BYR-1317,Kathleen,White,stephanie08@example.org,702.954.8635,Trust,2020076.6,2019-02-03
BYR-1318,Rebecca,Boone,samanthaholt@example.com,741-816-6480x4897,Investor,1582898.97,2020-03-20
BYR-1319,Mary,Benjamin,jonesaaron@example.com,001-322-673-3634x7371,Individual,336918.41,2020-02-18
BYR-1320,Luke,Hopkins,christinabates@example.com,(913)678-3690,Investor,260447.78,2021-10-23
BYR-1321,Lee,Cole,lindajames@example.org,7639246341,Investor,,2024-06-11
BYR-1322,Sierra,Diaz,bmarquez@example.net,(633)206-7271,Individual,880309.06,2019-12-05
BYR-1323,Stacey,Murray,ronald84@example.org,+1-749-545-5167,Investor,1667327.46,2023-03-18
BYR-1324,Emma,Shelton,larry92@example.net,+1-454-928-6538x3818,Individual,1603105.34,2023-12-26
BYR-1325,Brianna,Scott,,756.917.6939x880,Investor,2606542.27,2023-06-16
BYR-1326,Angela,Brown,craighuber@example.net,+1-536-536-9028x04845,Individual,408101.63,2022-01-30
BYR-1327,Lisa,Willis,usullivan@example.org,949.859.6039x974,Individual,1184199.84,2023-03-07
BYR-1328,Barbara,White,johnstonrichard@example.com,242.372.0115x361,Trust,2179711.84,2022-08-21
BYR-1329,Margaret,Johnson,emily62@example.net,(577)715-4912x86567,Individual,,2019-05-20
BYR-1330,Jacob,Miller,kwashington@example.com,903.593.4073,Investor,1713286.02,2019-02-05
BYR-1331,Emily,Romero,wandapeters@example.net,+1-452-740-6245x14806,Individual,2737919.54,2021-08-09
BYR-1332,Rebecca,Park,jessica62@example.net,759.939.0853,Individual,396185.15,2023-08-12
BYR-1333,Clifford,Phillips,knightkelly@example.com,534-717-1377x3251,Individual,836723.39,2021-10-14
BYR-1334,Matthew,Baxter,lindsey65@example.com,379.538.7625x0706,Investor,,2020-10-06
BYR-1335,Marissa,Hayes,megan27@example.com,(790)882-3723,Individual,1063294.84,2022-01-04
BYR-1336,Laura,Paul,jason36@example.org,001-242-291-0669,Investor,,2021-12-09
BYR-1337,Carla,Sanders,ochoamatthew@example.org,390-860-2094x7231,Investor,,2019-04-12
BYR-1338,Dana,Hernandez,,+1-816-309-9182x1294,Individual,1089794.7,2020-11-05
BYR-1339,Erika,Wiley,jwalker@example.org,940.650.5028x587,Individual,409508.59,2021-07-17
BYR-1340,Adriana,Pruitt,kmiller@example.net,001-473-440-2892x303,Individual,2287174.61,2019-08-09
BYR-1341,Jennifer,Snyder,christopherwalton@example.net,001-487-749-3065x5921,Trust,,2023-07-09
BYR-1342,Darius,Fisher,alyssa21@example.net,001-678-243-8371x76471,Investor,2288553.63,2023-11-02
BYR-1343,Mark,Reeves,cgarcia@example.org,941-710-0524x36754,Individual,1665005.53,2022-10-17
BYR-1344,Karen,Collier,wanderson@example.net,811.774.7002,Investor,1191870.38,2022-07-01
BYR-1345,Kristin,Peterson,bobbycunningham@example.net,3147773779,Corporation,,2024-06-04
BYR-1346,Felicia,Castillo,robersonsamantha@example.org,314.379.5647x079,Individual,371021.91,2021-06-10
BYR-1347,Rebecca,Mora,tonya59@example.net,480-766-3890,Corporation,666813.94,2022-09-26
BYR-1348,Adrian,Mays,lespinoza@example.org,+1-475-555-2827x2566,Individual,2668520.71,2020-06-07
BYR-1349,Beth,Heath,,(832)386-3027,Individual,504623.04,2020-12-09
BYR-1350,Jessica,Wilson,eric07@example.com,+1-306-565-4253,Individual,1238625.48,2022-04-11
BYR-1351,Barry,Edwards,erin85@example.net,6417735876,Individual,,2024-03-05
BYR-1352,Candice,Hodge,derrick91@example.com,958-709-3975x8530,Investor,982962.56,2024-05-28
BYR-1353,Andrew,Gonzalez,michael10@example.net,+1-428-789-8372x7573,Individual,2583074.53,2024-02-27
BYR-1354,Frank,Cabrera,barbarafigueroa@example.net,+1-517-355-0461x2310,Trust,1949168.91,2019-05-14
BYR-1355,Ashley,Rhodes,vazquezkenneth@example.org,001-730-378-5501x043,Individual,2541122.85,2023-10-05
BYR-1356,Wesley,Costa,johnconner@example.org,001-452-750-8366,Individual,2372231.69,2023-02-28
BYR-1357,Jennifer,Holder,oscarmorris@example.net,(518)678-6578,Individual,,2023-08-11
BYR-1358,Olivia,Mitchell,gatesjanet@example.net,452.523.0071,Investor,1042026.64,2023-07-13
BYR-1359,Nicole,Moss,newmanmadeline@example.net,468-388-5956x9047,Trust,333951.67,2023-05-02
BYR-1360,Diana,Stewart,watersjennifer@example.net,308-445-4354,Individual,2944972.88,2023-08-27
BYR-1361,Amy,Fleming,quinnthomas@example.com,(694)311-6050x61991,Individual,2197273.6,2021-06-25
BYR-1362,Robin,Scott,ehart@example.net,+1-961-844-3017,Individual,1271842.06,2020-05-07
BYR-1363,David,Adkins,jwalker@example.org,001-929-293-0123,Trust,,2019-12-07
BYR-1364,Joseph,Pope,,+1-874-653-9616x113,Investor,162287.56,2021-04-01
BYR-1365,Daniel,Alvarado,williamswilliam@example.org,(299)399-7247,Trust,449704.51,2020-02-05
BYR-1366,Dave,Miller,ithompson@example.org,615.911.1303x83030,Trust,1522926.76,2019-12-04
BYR-1367,James,Garcia,zbrandt@example.net,916.744.8212,Corporation,503957.57,2021-02-03
BYR-1368,Kristin,Garcia,underwoodkaren@example.net,545-937-0037x22755,Investor,1966753.62,2023-12-06
BYR-1369,Tammy,Turner,taylorjoseph@example.org,001-541-882-2213x060,Investor,1488609.7,2020-09-16
BYR-1370,Evan,Davis,coryclayton@example.net,001-400-201-4180x537,Individual,2577376.21,2023-11-09
BYR-1371,Nathan,Bennett,iwilson@example.org,2538301528,Corporation,318641.45,2019-01-23
BYR-1372,Theodore,Weaver,tyronediaz@example.com,001-602-433-5338x387,Investor,1608000.29,2020-03-20
BYR-1373,Chad,Lee,qfuentes@example.net,+1-965-887-4857x46257,Investor,1882241.67,2023-07-13
BYR-1374,Sandy,Tyler,stricklandbrandon@example.net,+1-997-588-3034,Individual,,2019-03-06
BYR-1375,Billy,Davis,craiggoodwin@example.com,577.229.1632,Individual,2345789.55,2021-08-12
BYR-1376,Brian,Smith,huffmanann@example.net,8782125287,Individual,2836260.22,2022-11-04
BYR-1377,Stacy,Ramirez,ltaylor@example.org,(593)833-8265,Investor,,2023-08-03
BYR-1378,James,Moore,uwalker@example.org,+1-375-623-7666,Trust,2752217.52,2021-04-13
BYR-1379,Stephanie,Bean,,8266708140,Individual,169564.39,2019-09-06
BYR-1380,Christopher,Thomas,smallsharon@example.com,(957)484-0810,Individual,2607935.84,2021-12-14
BYR-1381,Erin,Farrell,ajohnson@example.net,(888)478-2524x18523,Individual,1364716.53,2023-05-05
BYR-1382,Joel,Zimmerman,ambermoody@example.org,268.653.7919,Trust,1737826.45,2022-01-03
BYR-1383,Rodney,Shaw,joshuadelgado@example.net,530.435.5095x74855,Individual,2583423.82,2022-09-09
BYR-1384,Anthony,Wolfe,sanchezcharles@example.com,828-528-3104x7693,Investor,,2021-09-16
BYR-1385,Whitney,Carlson,hartangela@example.net,216-756-5988,Investor,1683966.56,2024-06-21
BYR-1386,Joseph,George,davisangela@example.org,001-621-360-5179x817,Investor,2049453.19,2023-12-11
BYR-1387,Jacob,Russell,jesse14@example.com,377.508.0334x5941,Investor,2819038.52,2021-05-08
BYR-1388,Kevin,Boone,oneillgregory@example.com,(328)568-5095x55714,Individual,2276362.94,2019-07-05
BYR-1389,Katie,Palmer,michaelgross@example.net,8068583475,Individual,1483135.46,2022-09-12
BYR-1390,Tina,Miller,tyler17@example.org,236.402.9925x404,Individual,414909.96,2022-07-03
BYR-1391,Anthony,Melton,daniel96@example.org,5444839701,Individual,2932594.75,2020-07-02
BYR-1392,Natalie,White,qcameron@example.net,+1-233-742-0601x20902,Investor,2835421.51,2021-07-01
BYR-1393,Lydia,Shelton,reneemitchell@example.net,+1-214-864-1221,Investor,,2019-01-15
BYR-1394,Jeremy,Ortiz,,+1-637-754-2599x31708,Individual,274416.99,2019-09-01
