agent_id,agency_id,first_name,last_name,email,phone,license_number,hire_date,is_active,commission_rate
AGT-0223,AGY-0039,Jacob,Jones,keithwalsh@example.net,349.673.5020x802,AG-789786,2023-12-12,True,0.0532
AGT-0224,AGY-0012,Joseph,Espinoza,halledward@example.com,356.447.5705,AG-386544,2015-12-31,True,0.0481
AGT-0225,AGY-0023,Brian,Rowe,danielshunter@example.com,(901)836-7303x7183,AG-106402,2016-12-06,False,0.0273
AGT-0226,AGY-0005,Erin,Collins,eric08@example.net,547-843-5031,AG-248766,2013-03-19,yes,0.0496
AGT-0227,AGY-0048,Mark,Jackson,brenda63@example.org,9973925132,AG-656251,2010-09-09,False,0.0286
AGT-0228,AGY-0022,Gina,Morgan,browndeanna@example.net,+1-512-273-5857,AG-265055,2019-06-02,no,0.0348
AGT-0229,AGY-0004,Hannah,Howard,johnwilliams@example.net,684.487.3928x557,AG-263137,2017-04-11,False,0.0263
AGT-0230,AGY-0044,Casey,Moore,lori85@example.com,7863209593,AG-185544,2023-11-10,True,0.0309
AGT-0231,AGY-0039,Dominique,Ryan,rlee@example.com,001-482-294-5651x18102,AG-563516,2019-07-06,no,0.0366
AGT-0232,AGY-0023,James,Washington,johnsondarlene@example.com,+1-378-999-4053x91037,AG-550797,2014-11-01,False,0.0244
AGT-0233,AGY-0034,Laurie,Brown,yshort@example.net,3943801413,AG-799539,2023-04-21,no,0.0323
AGT-0234,AGY-0039,Jessica,Schmidt,jamessandoval@example.net,+1-828-786-1957x6122,AG-157443,2014-12-12,yes,0.0203
AGT-0235,AGY-0050,Diane,Ferguson,umahoney@example.net,956-965-9398x36845,AG-243901,2016-10-05,0,0.0506
AGT-0236,AGY-0008,Susan,Smith,birdcaitlin@example.net,(440)343-3504,AG-108105,2016-06-29,False,0.0399
AGT-0237,AGY-0009,Benjamin,Kelly,josephpreston@example.org,744.919.6931,AG-498676,2019-08-29,1,0.0413
AGT-0238,AGY-0005,Gerald,Petersen,larsonkevin@example.net,001-561-205-5661,AG-516359,2015-03-01,False,0.0545
AGT-0239,AGY-0002,Cynthia,Chen,torresblake@example.net,001-325-583-2067,AG-582087,2010-12-13,yes,0.0568
AGT-0240,AGY-0037,Ryan,Hartman,davidmiller@example.net,001-508-964-1686x2278,AG-524068,2017-01-08,yes,0.0484
AGT-0241,AGY-0008,Randall,Duncan,johnadams@example.com,491-716-6553x55904,AG-524707,2019-05-15,True,0.0208
AGT-0242,AGY-0040,Christina,Branch,chanson@example.org,435.621.1039,AG-582446,2017-04-14,1,0.0533
AGT-0243,AGY-0028,Alexander,Benson,torresthomas@example.com,483.238.8487,AG-985506,2018-02-12,False,0.0242
AGT-0244,AGY-0034,Nicholas,Escobar,scottbrian@example.org,001-694-807-0164x510,AG-182467,2019-10-10,yes,0.0358
AGT-0245,AGY-0015,Jerry,James,mckeetodd@example.net,+1-512-638-7800,AG-449247,2016-12-16,False,0.0512
AGT-0246,AGY-0034,Matthew,Long,andrewsutton@example.com,+1-743-884-0460x8432,AG-634723,2011-09-18,False,0.0278
AGT-0247,AGY-0047,Diane,Miller,rmeyer@example.net,+1-536-439-2649x5782,AG-958729,2017-11-02,False,0.0458
AGT-0248,AGY-0007,Bianca,Sutton,michelleparker@example.net,226.729.2518x81252,AG-253557,2013-04-24,0,0.0302
AGT-0249,AGY-0049,Nicole,Gutierrez,vturner@example.net,001-542-531-2209x9499,AG-896028,2013-11-22,1,0.0462
AGT-0250,AGY-0030,Jerry,Johnson,wattsthomas@example.net,+1-875-226-7722x330,AG-891093,2013-12-22,no,0.0425
AGT-0251,AGY-0044,Sara,Clements,juliamcneil@example.org,827-297-5736,AG-691912,2022-12-31,no,0.0457
AGT-0252,AGY-0010,Cathy,Holloway,phillip99@example.net,208.517.7038x86086,AG-561124,2017-04-01,False,0.0227
AGT-0253,AGY-0018,Kelly,Sanders,kim47@example.org,(449)808-2771x81298,AG-720148,2019-12-02,True,0.0222
AGT-0254,AGY-0020,Robert,Hayes,shawnmosley@example.org,814.452.1117x518,AG-584172,2021-05-19,False,0.0381
AGT-0255,AGY-0019,Nicholas,James,rhondacunningham@example.net,(622)420-6447,AG-180458,2011-04-12,False,0.0458
AGT-0256,AGY-0030,David,Anderson,adamcannon@example.org,877.980.9733x977,AG-708519,2012-01-10,yes,0.0422
AGT-0257,AGY-0037,Christopher,Greene,nicoleramirez@example.net,+1-230-622-0502,AG-783501,2010-12-03,no,0.0275
AGT-0258,AGY-0033,Mark,Miller,butlergregory@example.net,799-898-2795x0145,AG-258189,2023-07-28,no,0.0583
AGT-0259,AGY-0022,Lori,Chang,carterdennis@example.net,358-968-3390x198,AG-849014,2020-02-08,False,0.0234
AGT-0260,AGY-0016,Jennifer,Jacobs,ronald54@example.net,001-995-429-9787,AG-841995,2013-11-14,True,0.0375
AGT-0261,AGY-0024,Nicole,Hall,tiffany01@example.org,513.696.6055x830,AG-490963,2019-11-09,1,0.0567
AGT-0262,AGY-0050,Jonathan,Jones,william50@example.org,+1-455-969-9023x55770,AG-454803,2018-09-09,yes,0.0472
AGT-0263,AGY-0005,Eric,Murray,steven60@example.net,295-788-0395x5124,AG-445705,2011-03-05,False,0.0238
AGT-0264,AGY-0017,Tonya,Sims,ashleyprice@example.net,745-904-6173,AG-858889,2018-09-02,True,0.0541
AGT-0265,AGY-0022,Maria,Turner,gregory50@example.org,978-607-8235,AG-185461,2023-07-09,1,0.0433
AGT-0266,AGY-0020,Kimberly,Thomas,shortsharon@example.net,(230)376-8104,AG-787923,2013-03-04,False,0.0479
AGT-0267,AGY-0039,Mathew,Small,meyerdonnaexample.c,7949353344,AG-843266,2018-10-16,1,0.0575
AGT-0268,AGY-0042,Emily,Nelson,joshuasmith@example.net,+1-481-638-5854,AG-930117,2016-12-11,yes,0.0331
AGT-0269,AGY-0042,Audrey,Jackson,christina58@example.com,8208701601,AG-803024,2012-11-12,False,0.0369
AGT-0270,AGY-0024,Harold,Carlson,tjensen@example.com,981.679.2171,AG-423869,2018-02-12,True,0.0272
AGT-0271,AGY-0050,Gabrielle,Mckinney,oruiz@example.org,+1-345-762-5577x017,AG-609892,2014-10-21,False,0.0277
AGT-0272,AGY-0005,Timothy,Singleton,katrina99@example.org,516.415.8148x76963,AG-410160,2013-01-31,1,0.0538
AGT-0273,AGY-0043,Terri,Reyes,jared96@example.com,001-958-732-1971,AG-453123,2012-04-08,True,0.0551
AGT-0274,AGY-0039,Angela,Short,kylesullivan@example.net,296-457-0132,AG-495019,2023-11-11,1,0.0262
AGT-0275,AGY-0047,Donna,Chavez,peter97@example.org,254.894.6519,AG-558933,2014-01-21,1,0.0217
AGT-0276,AGY-0029,Melanie,Phelps,woodana@example.org,8857140369,AG-740255,2018-03-04,0,0.0314
AGT-0277,AGY-0035,Jennifer,Sullivan,qgardner@example.org,223.486.5624x2201,AG-350786,2020-01-26,0,0.0324
AGT-0278,AGY-0024,Jennifer,Tucker,iproctor@example.org,(867)996-9278,AG-811256,2020-07-09,0,0.0579
AGT-0279,AGY-0050,Paul,Perez,kjacobs@example.com,001-338-946-8950x0975,AG-395459,2019-11-19,no,0.0511
AGT-0280,AGY-0011,Suzanne,Miller,steven18@example.net,737-218-9490,AG-956572,2021-04-12,yes,0.028
AGT-0281,AGY-0017,Taylor,Hunt,vberry@example.com,(444)220-9494x079,AG-154714,2023-07-25,1,0.0456
AGT-0282,AGY-0046,Diana,Carter,mitchellchristopher@example.net,344-429-4440,AG-986982,2018-04-29,False,0.0406
AGT-0283,AGY-0006,Renee,Stevenson,lwood@example.com,001-837-828-0512x927,AG-900185,2012-10-18,True,0.0264
AGT-0284,AGY-0028,John,Alexander,jasonnavarro@example.com,9415027674,AG-196168,2020-01-29,1,0.0579
AGT-0285,AGY-0023,Noah,Thornton,hbaker@example.com,7478658018,AG-127965,2014-12-24,no,0.0366
AGT-0286,AGY-0016,Cheryl,Pearson,matthew41@example.com,+1-296-373-9385x2580,AG-504924,2018-11-22,False,0.0598
AGT-0287,AGY-0002,Alexander,Davis,jenningsmichael@example.net,343-400-9109x3911,AG-434165,2018-05-30,0,0.0572
AGT-0288,AGY-0009,Nicholas,Gallagher,pauladominguez@example.com,871-774-6542x1406,AG-140163,2017-07-09,1,0.0315
AGT-0289,AGY-0049,Wendy,Scott,gregory17@example.org,+1-662-371-2863x917,AG-839808,2020-08-06,1,0.0388
AGT-0290,AGY-0006,Austin,Jones,kimberly07@example.org,+1-800-864-2569x0877,AG-119927,2023-10-20,True,0.0302
AGT-0291,AGY-0008,Megan,Norman,fernandezaaron@example.net,001-371-998-5546x01585,AG-913875,2013-05-09,yes,0.0315
AGT-0292,AGY-0004,Kathleen,Roberts,gregorywilliams@example.com,+1-534-961-5717x32030,AG-350021,2016-10-03,False,0.0368
AGT-0293,AGY-0005,Paul,Sparks,victor70@example.org,205-406-1387x82931,AG-216242,2023-12-21,no,0.0535
AGT-0294,AGY-0041,Tracy,Smith,sanchezdeborah@example.org,(304)317-9291,AG-640410,2021-03-18,True,0.043
AGT-0295,AGY-0028,Tyler,Lloyd,bryanharris@example.com,001-365-319-8253x0925,AG-101640,2013-03-22,True,0.0446
AGT-0296,AGY-0012,Joshua,Todd,heathertran@example.com,990.321.9620,AG-796643,2015-05-25,yes,0.0467
AGT-0297,AGY-0005,Adam,White,mannbrittney@example.com,(472)932-4876x32909,AG-651613,2021-09-28,False,0.0418
AGT-0298,AGY-0025,Cheryl,Miller,michael08@example.org,918.519.5883,AG-592972,2021-05-21,True,0.0217
AGT-0299,AGY-0017,Joshua,Lee,ginaschmitt@example.com,222.300.5436x4597,AG-883618,2018-09-05,False,0.0206
AGT-0300,AGY-0016,Joy,Buckley,ericjohnson@example.net,713-579-9563,AG-868544,2011-07-08,False,0.0463
AGT-0103,AGY-0007,Michael,Gonzalez,bakermichelle@example.net,+1-659-369-6915x5792,AG-973074,2023-03-23,True,0.0278
AGT-0271,AGY-0050,Gabrielle,Mckinney,oruiz@example.org,+1-345-762-5577x017,AG-609892,2014-10-21,False,0.0277
AGT-0107,AGY-0001,Kimberly,Cunningham,hdunn@example.net,848-358-0783,AG-701949,2021-01-04,False,0.0314
AGT-0072,AGY-0021,Gina,Leblanc,hannah45@example.net,932.572.7956,AG-453894,2014-09-30,no,0.0504
AGT-0189,AGY-0025,Craig,Harvey,louishayes@example.net,+1-849-629-9556x20533,AG-575679,2015-04-08,1,0.0348
AGT-0021,AGY-0008,Grant,Williams,vfox@example.org,975.289.1783x9084,AG-178898,2019-08-05,True,0.0578
AGT-0103,AGY-0007,Michael,Gonzalez,bakermichelle@example.net,+1-659-369-6915x5792,AG-973074,2023-03-23,True,0.0278
AGT-0122,AGY-0010,Brandon,Cox,haroldhorne@example.org,+1-763-353-6541,AG-174878,2013-05-05,True,0.0224
AGT-0215,AGY-0044,Jason,King,colematthew@example.com,(488)645-0615x939,AG-597305,2018-05-25,1,0.0227
AGT-0088,AGY-0030,Christian,Chung,scunningham@example.org,910-816-6687x0021,AG-556732,2016-01-22,no,0.053
AGT-0100,AGY-0015,Sean,Myers,michaeljohnson@example.org,961-312-5457x3875,AG-226516,2016-11-16,True,0.0489
AGT-0152,AGY-0043,William,Hancock,wellsdavid@example.org,+1-503-949-4466x574,AG-930884,2018-07-21,yes,0.0528
