agent_id,agency_id,first_name,last_name,email,phone,license_number,hire_date,is_active,commission_rate
AGT-0238,AGY-0005,Gerald,Petersen,larsonkevin@example.net,0015612055661,AG-516359,2015-03-01,False,0.0545
AGT-0239,AGY-0002,Cynthia,Chen,torresblake@example.net,0013255832067,AG-582087,2010-12-13,True,0.0568
AGT-0240,AGY-0037,Ryan,Hartman,davidmiller@example.net,00150896416862278,AG-524068,2017-01-08,True,0.0484
AGT-0241,AGY-0008,Randall,Duncan,johnadams@example.com,491716655355904,AG-524707,2019-05-15,True,0.0208
AGT-0242,AGY-0040,Christina,Branch,chanson@example.org,4356211039,AG-582446,2017-04-14,True,0.0533
AGT-0243,AGY-0028,Alexander,Benson,torresthomas@example.com,4832388487,AG-985506,2018-02-12,False,0.0242
AGT-0244,AGY-0034,Nicholas,Escobar,scottbrian@example.org,0016948070164510,AG-182467,2019-10-10,True,0.0358
AGT-0245,AGY-0015,Jerry,James,mckeetodd@example.net,15126387800,AG-449247,2016-12-16,False,0.0512
AGT-0246,AGY-0034,Matthew,Long,andrewsutton@example.com,174388404608432,AG-634723,2011-09-18,False,0.0278
AGT-0247,AGY-0047,Diane,Miller,rmeyer@example.net,153643926495782,AG-958729,2017-11-02,False,0.0458
AGT-0248,AGY-0007,Bianca,Sutton,michelleparker@example.net,226729251881252,AG-253557,2013-04-24,False,0.0302
AGT-0249,AGY-0049,Nicole,Gutierrez,vturner@example.net,00154253122099499,AG-896028,2013-11-22,True,0.0462
AGT-0250,AGY-0030,Jerry,Johnson,wattsthomas@example.net,18752267722330,AG-891093,2013-12-22,False,0.0425
AGT-0251,AGY-0044,Sara,Clements,juliamcneil@example.org,8272975736,AG-691912,2022-12-31,False,0.0457
AGT-0252,AGY-0010,Cathy,Holloway,phillip99@example.net,208517703886086,AG-561124,2017-04-01,False,0.0227
AGT-0253,AGY-0018,Kelly,Sanders,kim47@example.org,449808277181298,AG-720148,2019-12-02,True,0.0222
AGT-0254,AGY-0020,Robert,Hayes,shawnmosley@example.org,8144521117518,AG-584172,2021-05-19,False,0.0381
AGT-0255,AGY-0019,Nicholas,James,rhondacunningham@example.net,6224206447,AG-180458,2011-04-12,False,0.0458
AGT-0256,AGY-0030,David,Anderson,adamcannon@example.org,8779809733977,AG-708519,2012-01-10,True,0.0422
AGT-0257,AGY-0037,Christopher,Greene,nicoleramirez@example.net,12306220502,AG-783501,2010-12-03,False,0.0275
AGT-0258,AGY-0033,Mark,Miller,butlergregory@example.net,79989827950145,AG-258189,2023-07-28,False,0.0583
AGT-0259,AGY-0022,Lori,Chang,carterdennis@example.net,3589683390198,AG-849014,2020-02-08,False,0.0234
AGT-0260,AGY-0016,Jennifer,Jacobs,ronald54@example.net,0019954299787,AG-841995,2013-11-14,True,0.0375
AGT-0261,AGY-0024,Nicole,Hall,tiffany01@example.org,5136966055830,AG-490963,2019-11-09,True,0.0567
AGT-0262,AGY-0050,Jonathan,Jones,william50@example.org,1455969902355770,AG-454803,2018-09-09,True,0.0472
AGT-0263,AGY-0005,Eric,Murray,steven60@example.net,29578803955124,AG-445705,2011-03-05,False,0.0238
AGT-0264,AGY-0017,Tonya,Sims,ashleyprice@example.net,7459046173,AG-858889,2018-09-02,True,0.0541
AGT-0265,AGY-0022,Maria,Turner,gregory50@example.org,9786078235,AG-185461,2023-07-09,True,0.0433
AGT-0266,AGY-0020,Kimberly,Thomas,shortsharon@example.net,2303768104,AG-787923,2013-03-04,False,0.0479
AGT-0267,AGY-0039,Mathew,Small,invalid email,7949353344,AG-843266,2018-10-16,True,0.0575
AGT-0268,AGY-0042,Emily,Nelson,joshuasmith@example.net,14816385854,AG-930117,2016-12-11,True,0.0331
AGT-0269,AGY-0042,Audrey,Jackson,christina58@example.com,8208701601,AG-803024,2012-11-12,False,0.0369
AGT-0270,AGY-0024,Harold,Carlson,tjensen@example.com,9816792171,AG-423869,2018-02-12,True,0.0272
AGT-0271,AGY-0050,Gabrielle,Mckinney,oruiz@example.org,13457625577017,AG-609892,2014-10-21,False,0.0277
AGT-0272,AGY-0005,Timothy,Singleton,katrina99@example.org,516415814876963,AG-410160,2013-01-31,True,0.0538
AGT-0273,AGY-0043,Terri,Reyes,jared96@example.com,0019587321971,AG-453123,2012-04-08,True,0.0551
AGT-0274,AGY-0039,Angela,Short,kylesullivan@example.net,2964570132,AG-495019,2023-11-11,True,0.0262
AGT-0275,AGY-0047,Donna,Chavez,peter97@example.org,2548946519,AG-558933,2014-01-21,True,0.0217
AGT-0276,AGY-0029,Melanie,Phelps,woodana@example.org,8857140369,AG-740255,2018-03-04,False,0.0314
AGT-0277,AGY-0035,Jennifer,Sullivan,qgardner@example.org,22348656242201,AG-350786,2020-01-26,False,0.0324
AGT-0278,AGY-0024,Jennifer,Tucker,iproctor@example.org,8679969278,AG-811256,2020-07-09,False,0.0579
AGT-0279,AGY-0050,Paul,Perez,kjacobs@example.com,00133894689500975,AG-395459,2019-11-19,False,0.0511
AGT-0280,AGY-0011,Suzanne,Miller,steven18@example.net,7372189490,AG-956572,2021-04-12,True,0.028
AGT-0281,AGY-0017,Taylor,Hunt,vberry@example.com,4442209494079,AG-154714,2023-07-25,True,0.0456
AGT-0282,AGY-0046,Diana,Carter,mitchellchristopher@example.net,3444294440,AG-986982,2018-04-29,False,0.0406
AGT-0283,AGY-0006,Renee,Stevenson,lwood@example.com,0018378280512927,AG-900185,2012-10-18,True,0.0264
AGT-0284,AGY-0028,John,Alexander,jasonnavarro@example.com,9415027674,AG-196168,2020-01-29,True,0.0579
AGT-0285,AGY-0023,Noah,Thornton,hbaker@example.com,7478658018,AG-127965,2014-12-24,False,0.0366
AGT-0286,AGY-0016,Cheryl,Pearson,matthew41@example.com,129637393852580,AG-504924,2018-11-22,False,0.0598
AGT-0287,AGY-0002,Alexander,Davis,jenningsmichael@example.net,34340091093911,AG-434165,2018-05-30,False,0.0572
AGT-0288,AGY-0009,Nicholas,Gallagher,pauladominguez@example.com,87177465421406,AG-140163,2017-07-09,True,0.0315
AGT-0289,AGY-0049,Wendy,Scott,gregory17@example.org,16623712863917,AG-839808,2020-08-06,True,0.0388
AGT-0290,AGY-0006,Austin,Jones,kimberly07@example.org,180086425690877,AG-119927,2023-10-20,True,0.0302
AGT-0291,AGY-0008,Megan,Norman,fernandezaaron@example.net,001371998554601585,AG-913875,2013-05-09,True,0.0315
AGT-0292,AGY-0004,Kathleen,Roberts,gregorywilliams@example.com,1534961571732030,AG-350021,2016-10-03,False,0.0368
AGT-0293,AGY-0005,Paul,Sparks,victor70@example.org,205406138782931,AG-216242,2023-12-21,False,0.0535
AGT-0294,AGY-0041,Tracy,Smith,sanchezdeborah@example.org,3043179291,AG-640410,2021-03-18,True,0.043
AGT-0295,AGY-0028,Tyler,Lloyd,bryanharris@example.com,00136531982530925,AG-101640,2013-03-22,True,0.0446
AGT-0296,AGY-0012,Joshua,Todd,heathertran@example.com,9903219620,AG-796643,2015-05-25,True,0.0467
AGT-0297,AGY-0005,Adam,White,mannbrittney@example.com,472932487632909,AG-651613,2021-09-28,False,0.0418
AGT-0298,AGY-0025,Cheryl,Miller,michael08@example.org,9185195883,AG-592972,2021-05-21,True,0.0217
AGT-0299,AGY-0017,Joshua,Lee,ginaschmitt@example.com,22230054364597,AG-883618,2018-09-05,False,0.0206
AGT-0300,AGY-0016,Joy,Buckley,ericjohnson@example.net,7135799563,AG-868544,2011-07-08,False,0.0463
